Price,Mileage,Make,Model,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Made_year,Years_of_usage
14.419827071265543,8.101980731853192,96,274,True,True,True,True,55,1
13.68767832281738,11.225256725762893,91,791,True,True,False,True,48,8
14.316286451937186,8.160803920954665,68,99,True,True,True,True,56,0
16.380459992348886,10.043292972227004,80,243,True,True,False,True,54,2
16.300417291085605,6.90875477931522,5,855,True,True,True,True,56,0
14.580978865220017,11.669937760751914,47,805,True,True,True,True,54,2
14.038654909278163,10.404293143019792,17,781,True,True,True,True,54,2
13.955273369904273,11.608244735642321,82,514,True,True,True,True,51,5
13.73755009757506,10.819798284210286,17,779,True,True,True,True,54,2
13.658857917508856,10.819798284210286,18,618,True,True,True,True,54,2
14.914123179965662,9.392745258631441,5,80,True,True,True,True,54,2
14.260197020251155,8.517393171418904,68,882,True,True,True,True,56,0
14.062371417145494,11.695255355062795,82,576,True,True,True,True,52,4
12.506180941677357,11.91170829631447,45,257,True,False,False,False,24,32
12.948012371209098,11.686887175419702,38,356,True,True,True,True,47,9
13.07107218827772,11.608244735642321,68,72,True,False,False,False,45,11
13.997832948091215,9.852246888342531,76,719,True,True,True,True,55,1
13.45883704259595,12.676079399771027,86,384,True,False,False,False,42,14
13.017005083966255,11.782960235741939,59,636,False,False,False,False,40,16
13.955273369904273,11.532737896139919,96,274,False,False,False,False,46,10
13.45883704259595,12.154784614286667,79,90,True,False,False,False,45,11
13.732130035981154,11.580593459194764,32,789,True,True,True,True,51,5
13.51440681653079,11.918397239722838,76,719,True,True,True,True,47,9
13.45883704259595,11.542493975902508,17,158,True,True,True,True,52,4
13.267330877756825,11.695255355062795,18,618,True,True,True,True,51,5
12.899222326086994,12.429220196836383,82,548,False,False,False,False,48,8
12.301387370778713,12.547891278953442,23,539,False,False,False,False,31,25
12.628070334272698,12.666660207428574,23,607,False,False,False,False,37,19
13.487007879880162,12.100717685412471,59,239,False,False,False,False,42,14
13.815511557963774,11.813037464800539,59,245,True,False,True,True,50,6
14.711598990684092,6.68586094706836,74,269,True,True,True,True,55,1
13.652992804936396,11.112462823634855,47,351,True,False,False,False,52,4
12.899222326086994,12.04355959836804,12,376,False,True,True,True,46,10
12.25486757159303,11.790564777297387,32,723,False,False,False,False,33,23
13.384729180332174,11.87757552297847,82,548,True,True,True,True,53,3
12.676079399771027,12.206077645517674,23,535,False,False,False,False,38,18
13.444448325847754,10.799595985047786,76,743,True,True,True,True,54,2
13.652992804936396,8.517393171418904,96,274,False,False,False,False,47,9
12.206077645517674,12.154784614286667,77,277,False,False,False,False,31,25
14.48334044336031,10.596659732783579,79,56,True,True,True,True,52,4
14.508658238524095,10.308985993422082,5,856,True,True,True,True,52,4
14.285514812209815,11.751950239425476,7,394,True,False,False,False,53,3
16.811242881518265,11.751950239425476,72,424,True,False,False,False,55,1
15.123843647884687,11.751950239425476,73,411,True,True,True,True,55,1
